ticker,leg,side,option_type,expiry,strike,entry_date,exit_date,monthly_expiry,weekly_expiry,scheduled_entry_date,spot,atm_strike,spot_timestamp,entry_available,exit_available,entry_timestamp,entry_close,entry_volume,entry_oi,entry_source,exit_timestamp,exit_close,exit_volume,exit_oi,exit_source
SENSEX,L2,SELL,PE,2025-11-20,84500.0,2025-11-14,2025-11-20,2025-11-27,2025-11-20,2025-11-14,84293.16,84300.0,2025-11-14 09:30:00+05:30,True,True,2025-11-14 09:30:00+05:30,516.7,68400.0,351560.0,upstox_expired,2025-11-20 15:15:00+05:30,0.15,129640.0,1884280.0,upstox_expired
SENSEX,L3,BUY,CE,2025-11-20,84300.0,2025-11-14,2025-11-20,2025-11-27,2025-11-20,2025-11-14,84293.16,84300.0,2025-11-14 09:30:00+05:30,True,True,2025-11-14 09:30:00+05:30,627.1,106120.0,157780.0,upstox_expired,2025-11-20 15:15:00+05:30,1336.4,260.0,70240.0,upstox_expired
SENSEX,L4,SELL,CE,2025-11-27,84100.0,2025-11-14,2025-11-20,2025-11-27,2025-11-20,2025-11-14,84293.16,84300.0,2025-11-14 09:30:00+05:30,True,True,2025-11-14 09:30:00+05:30,1065.0,260.0,2380.0,upstox_expired,2025-11-20 15:15:00+05:30,1809.2,0.0,2100.0,upstox_expired
SENSEX,L1,BUY,PE,2025-11-27,85500.0,2025-11-21,2025-11-27,2025-11-27,2025-11-27,2025-11-21,85523.83,85500.0,2025-11-21 09:30:00+05:30,True,True,2025-11-21 09:30:00+05:30,442.35,131280.0,634460.0,upstox_expired,2025-11-27 15:15:00+05:30,0.25,623540.0,4257160.0,upstox_expired
SENSEX,L2,SELL,PE,2025-11-27,85700.0,2025-11-21,2025-11-27,2025-11-27,2025-11-27,2025-11-21,85523.83,85500.0,2025-11-21 09:30:00+05:30,True,True,2025-11-21 09:30:00+05:30,535.35,41160.0,221000.0,upstox_expired,2025-11-27 15:15:00+05:30,2.25,14148080.0,11784900.0,upstox_expired
SENSEX,L3,BUY,CE,2025-11-27,85500.0,2025-11-21,2025-11-27,2025-11-27,2025-11-27,2025-11-21,85523.83,85500.0,2025-11-21 09:30:00+05:30,True,True,2025-11-21 09:30:00+05:30,555.0,67300.0,453260.0,upstox_expired,2025-11-27 15:15:00+05:30,221.1,130440.0,1167680.0,upstox_expired
SENSEX,L4,SELL,CE,2025-11-27,85300.0,2025-11-21,2025-11-27,2025-11-27,2025-11-27,2025-11-21,85523.83,85500.0,2025-11-21 09:30:00+05:30,True,True,2025-11-21 09:30:00+05:30,675.0,9120.0,75640.0,upstox_expired,2025-11-27 15:15:00+05:30,421.6,18340.0,237540.0,upstox_expired
SENSEX,L1,BUY,PE,2025-12-24,85800.0,2025-11-28,2025-12-04,2025-12-24,2025-12-04,2025-11-28,85784.38,85800.0,2025-11-28 09:30:00+05:30,True,True,2025-11-28 09:30:00+05:30,676.55,0.0,3640.0,upstox_expired,2025-12-04 15:15:00+05:30,776.7,20.0,3360.0,upstox_expired
SENSEX,L2,SELL,PE,2025-12-04,86000.0,2025-11-28,2025-12-04,2025-12-24,2025-12-04,2025-11-28,85784.38,85800.0,2025-11-28 09:30:00+05:30,True,True,2025-11-28 09:30:00+05:30,484.85,28740.0,328620.0,upstox_expired,2025-12-04 15:15:00+05:30,709.3,7360.0,170800.0,upstox_expired
SENSEX,L3,BUY,CE,2025-12-04,85800.0,2025-11-28,2025-12-04,2025-12-24,2025-12-04,2025-11-28,85784.38,85800.0,2025-11-28 09:30:00+05:30,True,True,2025-11-28 09:30:00+05:30,476.9,94400.0,495620.0,upstox_expired,2025-12-04 15:15:00+05:30,0.1,80220.0,1668940.0,upstox_expired
SENSEX,L4,SELL,CE,2025-12-24,85600.0,2025-11-28,2025-12-04,2025-12-24,2025-12-04,2025-11-28,85784.38,85800.0,2025-11-28 09:30:00+05:30,True,True,2025-11-28 09:30:00+05:30,1391.65,0.0,8480.0,upstox_expired,2025-12-04 15:15:00+05:30,814.1,0.0,4160.0,upstox_expired
SENSEX,L1,BUY,PE,2025-12-24,85200.0,2025-12-05,2025-12-11,2025-12-24,2025-12-11,2025-12-05,85244.76,85200.0,2025-12-05 09:30:00+05:30,True,True,2025-12-05 09:30:00+05:30,554.0,0.0,3560.0,upstox_expired,2025-12-11 15:15:00+05:30,621.4,20.0,2760.0,upstox_expired
SENSEX,L2,SELL,PE,2025-12-11,85400.0,2025-12-05,2025-12-11,2025-12-24,2025-12-11,2025-12-05,85244.76,85200.0,2025-12-05 09:30:00+05:30,True,True,2025-12-05 09:30:00+05:30,446.6,31740.0,143340.0,upstox_expired,2025-12-11 15:15:00+05:30,578.2,1000.0,96400.0,upstox_expired
SENSEX,L3,BUY,CE,2025-12-11,85200.0,2025-12-05,2025-12-11,2025-12-24,2025-12-11,2025-12-05,85244.76,85200.0,2025-12-05 09:30:00+05:30,True,True,2025-12-05 09:30:00+05:30,510.8,42040.0,321260.0,upstox_expired,2025-12-11 15:15:00+05:30,0.05,154840.0,1599280.0,upstox_expired
SENSEX,L4,SELL,CE,2025-12-24,85000.0,2025-12-05,2025-12-11,2025-12-24,2025-12-11,2025-12-05,85244.76,85200.0,2025-12-05 09:30:00+05:30,True,True,2025-12-05 09:30:00+05:30,1159.0,20.0,12880.0,upstox_expired,2025-12-11 15:15:00+05:30,635.5,0.0,24780.0,upstox_expired
SENSEX,L1,BUY,PE,2025-12-24,85200.0,2025-12-12,2025-12-18,2025-12-24,2025-12-18,2025-12-12,85234.93,85200.0,2025-12-12 09:30:00+05:30,True,True,2025-12-12 09:30:00+05:30,420.0,700.0,5200.0,upstox_expired,2025-12-18 15:15:00+05:30,735.0,560.0,19780.0,upstox_expired
SENSEX,L2,SELL,PE,2025-12-18,85400.0,2025-12-12,2025-12-18,2025-12-24,2025-12-18,2025-12-12,85234.93,85200.0,2025-12-12 09:30:00+05:30,True,True,2025-12-12 09:30:00+05:30,414.75,31900.0,75760.0,upstox_expired,2025-12-18 15:15:00+05:30,923.15,220.0,16400.0,upstox_expired
SENSEX,L3,BUY,CE,2025-12-18,85200.0,2025-12-12,2025-12-18,2025-12-24,2025-12-18,2025-12-12,85234.93,85200.0,2025-12-12 09:30:00+05:30,True,True,2025-12-12 09:30:00+05:30,511.65,273060.0,351700.0,upstox_expired,2025-12-18 15:15:00+05:30,0.1,144600.0,1616460.0,upstox_expired
SENSEX,L4,SELL,CE,2025-12-24,85000.0,2025-12-12,2025-12-18,2025-12-24,2025-12-18,2025-12-12,85234.93,85200.0,2025-12-12 09:30:00+05:30,True,True,2025-12-12 09:30:00+05:30,898.35,1640.0,25220.0,upstox_expired,2025-12-18 15:15:00+05:30,216.4,11680.0,394700.0,upstox_expired
SENSEX,L1,BUY,PE,2025-12-24,85000.0,2025-12-19,2025-12-24,2025-12-24,2025-12-24,2025-12-19,84995.89,85000.0,2025-12-19 09:30:00+05:30,True,True,2025-12-19 09:30:00+05:30,325.8,145820.0,670380.0,upstox_expired,2025-12-24 15:15:00+05:30,0.1,320500.0,2573560.0,upstox_expired
SENSEX,L2,SELL,PE,2025-12-24,85200.0,2025-12-19,2025-12-24,2025-12-24,2025-12-24,2025-12-19,84995.89,85000.0,2025-12-19 09:30:00+05:30,True,True,2025-12-19 09:30:00+05:30,425.9,32520.0,43860.0,upstox_expired,2025-12-24 15:15:00+05:30,0.15,350840.0,2780680.0,upstox_expired
SENSEX,L3,BUY,CE,2025-12-24,85000.0,2025-12-19,2025-12-24,2025-12-24,2025-12-24,2025-12-19,84995.89,85000.0,2025-12-19 09:30:00+05:30,True,True,2025-12-19 09:30:00+05:30,415.45,456940.0,795680.0,upstox_expired,2025-12-24 15:15:00+05:30,425.95,13780.0,245280.0,upstox_expired
SENSEX,L4,SELL,CE,2025-12-24,84800.0,2025-12-19,2025-12-24,2025-12-24,2025-12-24,2025-12-19,84995.89,85000.0,2025-12-19 09:30:00+05:30,True,True,2025-12-19 09:30:00+05:30,534.79,140840.0,313460.0,upstox_expired,2025-12-24 15:15:00+05:30,624.2,500.0,58260.0,upstox_expired
SENSEX,L1,BUY,PE,2026-01-29,85300.0,2025-12-26,2026-01-01,2026-01-29,2026-01-01,2025-12-26,85344.02,85300.0,2025-12-26 09:30:00+05:30,True,True,2025-12-26 09:30:00+05:30,653.95,0.0,1160.0,upstox_expired,2026-01-01 15:15:00+05:30,592.85,40.0,2720.0,upstox_expired
SENSEX,L2,SELL,PE,2026-01-01,85500.0,2025-12-26,2026-01-01,2026-01-29,2026-01-01,2025-12-26,85344.02,85300.0,2025-12-26 09:30:00+05:30,True,True,2025-12-26 09:30:00+05:30,396.2,44800.0,563000.0,upstox_expired,2026-01-01 15:15:00+05:30,303.95,154960.0,518380.0,upstox_expired
SENSEX,L3,BUY,CE,2026-01-01,85300.0,2025-12-26,2026-01-01,2026-01-29,2026-01-01,2025-12-26,85344.02,85300.0,2025-12-26 09:30:00+05:30,True,True,2025-12-26 09:30:00+05:30,381.75,55740.0,348440.0,upstox_expired,2026-01-01 15:15:00+05:30,0.25,3294760.0,15374840.0,upstox_expired
SENSEX,L4,SELL,CE,2026-01-29,85100.0,2025-12-26,2026-01-01,2026-01-29,2026-01-01,2025-12-26,85344.02,85300.0,2025-12-26 09:30:00+05:30,True,True,2025-12-26 15:10:00+05:30,1250.05,20.0,220.0,upstox_expired,2026-01-01 15:15:00+05:30,1231.55,0.0,460.0,upstox_expired
SENSEX,L1,BUY,PE,2026-01-29,85400.0,2026-01-02,2026-01-08,2026-01-29,2026-01-08,2026-01-02,85368.57,85400.0,2026-01-02 09:30:00+05:30,True,True,2026-01-02 09:30:00+05:30,577.55,80.0,780.0,upstox_expired,2026-01-08 15:15:00+05:30,1152.65,0.0,3380.0,upstox_expired
SENSEX,L2,SELL,PE,2026-01-08,85600.0,2026-01-02,2026-01-08,2026-01-29,2026-01-08,2026-01-02,85368.57,85400.0,2026-01-02 09:30:00+05:30,True,True,2026-01-02 09:30:00+05:30,360.65,14400.0,85320.0,upstox_expired,2026-01-08 15:15:00+05:30,1412.4,100.0,48020.0,upstox_expired
SENSEX,L3,BUY,CE,2026-01-08,85400.0,2026-01-02,2026-01-08,2026-01-29,2026-01-08,2026-01-02,85368.57,85400.0,2026-01-02 09:30:00+05:30,True,True,2026-01-02 09:30:00+05:30,364.5,113360.0,433540.0,upstox_expired,2026-01-08 15:15:00+05:30,0.3,137740.0,1193960.0,upstox_expired
SENSEX,L4,SELL,CE,2026-01-29,85200.0,2026-01-02,2026-01-08,2026-01-29,2026-01-08,2026-01-02,85368.57,85400.0,2026-01-02 09:30:00+05:30,True,True,2026-01-02 09:30:00+05:30,1223.1,0.0,360.0,upstox_expired,2026-01-08 15:15:00+05:30,500.0,80.0,6120.0,upstox_expired
SENSEX,L1,BUY,PE,2026-01-29,84100.0,2026-01-09,2026-01-14,2026-01-29,2026-01-14,2026-01-09,84113.54,84100.0,2026-01-09 09:30:00+05:30,True,True,2026-01-09 09:30:00+05:30,540.05,80.0,2680.0,upstox_expired,2026-01-14 15:15:00+05:30,895.2,0.0,3420.0,upstox_expired
SENSEX,L2,SELL,PE,2026-01-14,84300.0,2026-01-09,2026-01-14,2026-01-29,2026-01-14,2026-01-09,84113.54,84100.0,2026-01-09 09:30:00+05:30,True,True,2026-01-09 09:30:00+05:30,375.85,144860.0,437580.0,upstox_expired,2026-01-14 15:15:00+05:30,927.65,180.0,37860.0,upstox_expired
SENSEX,L3,BUY,CE,2026-01-14,84100.0,2026-01-09,2026-01-14,2026-01-29,2026-01-14,2026-01-09,84113.54,84100.0,2026-01-09 09:30:00+05:30,True,True,2026-01-09 09:30:00+05:30,506.0,65440.0,112280.0,upstox_expired,2026-01-14 15:15:00+05:30,0.15,165100.0,1106140.0,upstox_expired
SENSEX,L4,SELL,CE,2026-01-29,83900.0,2026-01-09,2026-01-14,2026-01-29,2026-01-14,2026-01-09,84113.54,84100.0,2026-01-09 09:30:00+05:30,True,True,2026-01-09 15:10:00+05:30,823.65,0.0,2380.0,upstox_expired,2026-01-14 15:15:00+05:30,541.6,0.0,5140.0,upstox_expired
SENSEX,L1,BUY,PE,2026-01-29,83600.0,2026-01-16,2026-01-22,2026-01-29,2026-01-22,2026-01-16,83643.94,83600.0,2026-01-16 09:30:00+05:30,True,True,2026-01-16 09:30:00+05:30,491.55,120.0,7020.0,upstox_expired,2026-01-22 15:15:00+05:30,1190.0,0.0,11980.0,upstox_expired
SENSEX,L2,SELL,PE,2026-01-22,83800.0,2026-01-16,2026-01-22,2026-01-29,2026-01-22,2026-01-16,83643.94,83600.0,2026-01-16 09:30:00+05:30,True,True,2026-01-16 09:30:00+05:30,460.75,36300.0,223780.0,upstox_expired,2026-01-22 15:15:00+05:30,1518.85,300.0,32260.0,upstox_expired
SENSEX,L3,BUY,CE,2026-01-22,83600.0,2026-01-16,2026-01-22,2026-01-29,2026-01-22,2026-01-16,83643.94,83600.0,2026-01-16 09:30:00+05:30,True,True,2026-01-16 09:30:00+05:30,535.1,59480.0,322140.0,upstox_expired,2026-01-22 15:15:00+05:30,0.3,72400.0,1089960.0,upstox_expired
SENSEX,L4,SELL,CE,2026-01-29,83400.0,2026-01-16,2026-01-22,2026-01-29,2026-01-22,2026-01-16,83643.94,83600.0,2026-01-16 09:30:00+05:30,True,True,2026-01-16 09:30:00+05:30,943.6,200.0,5560.0,upstox_expired,2026-01-22 15:15:00+05:30,202.95,860.0,46120.0,upstox_expired
SENSEX,L1,BUY,PE,2026-01-29,82400.0,2026-01-23,2026-01-29,2026-01-29,2026-01-29,2026-01-23,82404.22,82400.0,2026-01-23 09:30:00+05:30,True,True,2026-01-23 09:30:00+05:30,441.1,66920.0,319840.0,upstox_expired,2026-01-29 15:15:00+05:30,0.3,2378720.0,4059140.0,upstox_expired
SENSEX,L2,SELL,PE,2026-01-29,82600.0,2026-01-23,2026-01-29,2026-01-29,2026-01-29,2026-01-23,82404.22,82400.0,2026-01-23 09:30:00+05:30,True,True,2026-01-23 09:30:00+05:30,532.35,24360.0,119700.0,upstox_expired,2026-01-29 15:15:00+05:30,21.25,9489440.0,7018100.0,upstox_expired
SENSEX,L3,BUY,CE,2026-01-29,82400.0,2026-01-23,2026-01-29,2026-01-29,2026-01-29,2026-01-23,82404.22,82400.0,2026-01-23 09:30:00+05:30,True,True,2026-01-23 09:30:00+05:30,598.45,65980.0,290740.0,upstox_expired,2026-01-29 15:15:00+05:30,187.2,552340.0,1003580.0,upstox_expired
SENSEX,L4,SELL,CE,2026-01-29,82200.0,2026-01-23,2026-01-29,2026-01-29,2026-01-29,2026-01-23,82404.22,82400.0,2026-01-23 09:30:00+05:30,True,True,2026-01-23 09:30:00+05:30,718.0,16020.0,151380.0,upstox_expired,2026-01-29 15:15:00+05:30,386.7,76700.0,610020.0,upstox_expired
SENSEX,L1,BUY,PE,2026-02-26,82000.0,2026-01-30,2026-02-05,2026-02-26,2026-02-05,2026-01-30,81996.12,82000.0,2026-01-30 09:30:00+05:30,True,True,2026-01-30 09:30:00+05:30,930.4,240.0,15560.0,upstox_expired,2026-02-05 15:15:00+05:30,319.45,40.0,17340.0,upstox_expired
SENSEX,L2,SELL,PE,2026-02-05,82200.0,2026-01-30,2026-02-05,2026-02-26,2026-02-05,2026-01-30,81996.12,82000.0,2026-01-30 09:30:00+05:30,True,True,2026-01-30 09:30:00+05:30,754.35,63560.0,222100.0,upstox_expired,2026-02-05 15:15:00+05:30,0.15,126580.0,783580.0,upstox_expired
SENSEX,L3,BUY,CE,2026-02-05,82000.0,2026-01-30,2026-02-05,2026-02-26,2026-02-05,2026-01-30,81996.12,82000.0,2026-01-30 09:30:00+05:30,True,True,2026-01-30 09:30:00+05:30,795.1,72380.0,353640.0,upstox_expired,2026-02-05 15:15:00+05:30,1340.55,0.0,59520.0,upstox_expired
SENSEX,L4,SELL,CE,2026-02-26,81800.0,2026-01-30,2026-02-05,2026-02-26,2026-02-05,2026-01-30,81996.12,82000.0,2026-01-30 09:30:00+05:30,False,False,,,,,,,,,,
SENSEX,L1,BUY,PE,2026-02-26,83100.0,2026-02-06,2026-02-12,2026-02-26,2026-02-12,2026-02-06,83101.87,83100.0,2026-02-06 09:30:00+05:30,True,True,2026-02-06 09:30:00+05:30,655.0,0.0,1220.0,upstox_expired,2026-02-12 15:15:00+05:30,337.0,0.0,5080.0,upstox_expired
SENSEX,L2,SELL,PE,2026-02-12,83300.0,2026-02-06,2026-02-12,2026-02-26,2026-02-12,2026-02-06,83101.87,83100.0,2026-02-06 09:30:00+05:30,True,True,2026-02-06 09:30:00+05:30,531.55,71500.0,416280.0,upstox_expired,2026-02-12 15:15:00+05:30,0.25,360680.0,1591800.0,upstox_expired
SENSEX,L3,BUY,CE,2026-02-12,83100.0,2026-02-06,2026-02-12,2026-02-26,2026-02-12,2026-02-06,83101.87,83100.0,2026-02-06 09:30:00+05:30,True,True,2026-02-06 09:30:00+05:30,537.0,49480.0,133540.0,upstox_expired,2026-02-12 15:15:00+05:30,572.1,1160.0,55480.0,upstox_expired
SENSEX,L4,SELL,CE,2026-02-26,82900.0,2026-02-06,2026-02-12,2026-02-26,2026-02-12,2026-02-06,83101.87,83100.0,2026-02-06 09:30:00+05:30,True,True,2026-02-06 09:30:00+05:30,1253.2,0.0,1300.0,upstox_expired,2026-02-12 15:15:00+05:30,1553.95,0.0,520.0,upstox_expired
SENSEX,L1,BUY,PE,2026-02-26,82900.0,2026-02-13,2026-02-19,2026-02-26,2026-02-19,2026-02-13,82921.27,82900.0,2026-02-13 09:30:00+05:30,True,True,2026-02-13 09:30:00+05:30,542.1,120.0,5160.0,upstox_expired,2026-02-19 15:15:00+05:30,779.0,3020.0,74260.0,upstox_expired
SENSEX,L2,SELL,PE,2026-02-19,83100.0,2026-02-13,2026-02-19,2026-02-26,2026-02-19,2026-02-13,82921.27,82900.0,2026-02-13 09:30:00+05:30,True,True,2026-02-13 09:30:00+05:30,470.5,74600.0,192140.0,upstox_expired,2026-02-19 15:15:00+05:30,582.2,34500.0,479140.0,upstox_expired
SENSEX,L3,BUY,CE,2026-02-19,82900.0,2026-02-13,2026-02-19,2026-02-26,2026-02-19,2026-02-13,82921.27,82900.0,2026-02-13 09:30:00+05:30,True,True,2026-02-13 09:30:00+05:30,514.25,49880.0,177900.0,upstox_expired,2026-02-19 15:15:00+05:30,0.35,467520.0,6703440.0,upstox_expired
SENSEX,L4,SELL,CE,2026-02-26,82700.0,2026-02-13,2026-02-19,2026-02-26,2026-02-19,2026-02-13,82921.27,82900.0,2026-02-13 09:30:00+05:30,True,True,2026-02-13 09:30:00+05:30,932.9,20.0,1560.0,upstox_expired,2026-02-19 15:15:00+05:30,477.9,6020.0,80400.0,upstox_expired
SENSEX,L1,BUY,PE,2026-02-26,82300.0,2026-02-20,2026-02-26,2026-02-26,2026-02-26,2026-02-20,82348.87,82300.0,2026-02-20 09:30:00+05:30,True,True,2026-02-20 09:30:00+05:30,459.7,171960.0,238440.0,upstox_expired,2026-02-26 15:15:00+05:30,59.25,4739540.0,4281740.0,upstox_expired
SENSEX,L2,SELL,PE,2026-02-26,82500.0,2026-02-20,2026-02-26,2026-02-26,2026-02-26,2026-02-20,82348.87,82300.0,2026-02-20 09:30:00+05:30,True,True,2026-02-20 09:30:00+05:30,547.9,133920.0,541880.0,upstox_expired,2026-02-26 15:15:00+05:30,257.0,214520.0,1032160.0,upstox_expired
SENSEX,L3,BUY,CE,2026-02-26,82300.0,2026-02-20,2026-02-26,2026-02-26,2026-02-26,2026-02-20,82348.87,82300.0,2026-02-20 09:30:00+05:30,True,True,2026-02-20 09:30:00+05:30,606.4,71600.0,149860.0,upstox_expired,2026-02-26 15:15:00+05:30,0.5,14438240.0,14118940.0,upstox_expired
SENSEX,L4,SELL,CE,2026-02-26,82100.0,2026-02-20,2026-02-26,2026-02-26,2026-02-26,2026-02-20,82348.87,82300.0,2026-02-20 09:30:00+05:30,True,True,2026-02-20 09:30:00+05:30,730.8,8200.0,36820.0,upstox_expired,2026-02-26 15:15:00+05:30,141.6,691580.0,879520.0,upstox_expired
SENSEX,L1,BUY,PE,2026-03-25,81900.0,2026-02-27,2026-03-05,2026-03-25,2026-03-05,2026-02-27,81897.18,81900.0,2026-02-27 09:30:00+05:30,True,True,2026-02-27 09:30:00+05:30,833.0,0.0,140.0,upstox_expired,2026-03-05 15:15:00+05:30,2087.65,0.0,600.0,upstox_expired
